date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Station Name,Latitude,Longitude,Elevation
2018-06-08,20.0,30.0,24.0,85.0,0.0,7.0,2.0,100.0,1.0,SW,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-06-03,20.0,29.0,23.8,87.0,0.0,5.7,3.0,90.0,2.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-05-29,20.0,30.0,24.8,86.0,0.0,9.0,3.0,360.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-05-19,22.0,30.6,24.8,88.0,0.0,7.5,1.0,30.0,1.0,NE,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-05-14,21.0,31.0,25.1,83.0,0.0,9.5,3.0,360.0,2.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-05-09,20.0,29.0,24.2,87.0,0.0,9.5,2.0,90.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-05-04,20.0,30.6,25.1,79.0,0.0,9.5,2.0,360.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-04-29,20.0,30.4,25.2,80.0,0.5,7.7,2.0,320.0,1.0,W ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-04-19,22.0,29.0,24.6,89.0,5.0,8.3,2.0,70.0,1.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-04-04,21.0,30.2,24.8,88.0,4.2,6.5,2.0,60.0,1.0,S ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-03-30,21.0,30.0,24.1,89.0,0.0,7.5,3.0,90.0,2.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-03-15,20.0,30.0,24.3,85.0,0.0,6.0,2.0,90.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-02-18,21.0,28.5,23.9,88.0,30.0,8.0,4.0,270.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2018-01-09,21.0,29.2,24.3,87.0,0.3,7.0,5.0,330.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-12-25,19.0,30.0,24.0,83.0,0.0,9.0,5.0,10.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-10-31,21.0,31.6,24.8,72.0,0.0,6.5,4.0,360.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-10-21,20.0,32.4,25.9,76.0,0.0,7.5,4.0,350.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-10-06,22.0,32.0,25.9,80.0,0.0,9.0,2.0,20.0,2.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-10-01,21.0,30.0,24.7,86.0,0.0,6.2,4.0,340.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-09-21,19.0,32.0,25.5,69.0,0.0,9.2,4.0,40.0,2.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-08-27,17.0,30.4,23.6,73.0,0.0,10.0,3.0,30.0,1.0,E ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-08-17,19.0,29.0,23.3,79.0,0.0,10.0,3.0,10.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-08-12,18.0,29.2,23.8,79.0,0.0,9.5,2.0,10.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-08-07,20.0,30.0,23.9,75.0,0.0,8.5,4.0,50.0,2.0,NE,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-08-02,19.0,29.0,23.5,78.0,0.0,9.0,5.0,360.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-07-23,18.0,30.0,23.1,79.0,0.0,7.5,3.0,20.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-07-18,17.0,30.0,23.9,72.0,0.0,7.5,4.0,50.0,2.0,NE,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-06-28,20.0,29.6,23.7,83.0,65.5,3.5,5.0,10.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-06-18,18.0,27.0,22.6,76.0,0.0,9.0,4.0,360.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-06-08,21.0,30.4,24.7,81.0,9.0,6.0,3.0,20.0,2.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-05-19,20.0,30.2,24.6,73.0,0.0,9.0,3.0,210.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-04-29,20.0,29.4,24.3,92.0,50.0,5.0,3.0,190.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-03-10,20.0,28.4,22.7,91.0,0.0,2.5,3.0,170.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
2017-02-18,20.0,27.2,23.3,92.0,0.0,3.7,3.0,320.0,1.0,N ,Stasiun Geofisika Nganjuk,-7.73486,111.76682,723.0
